building_id,building_type,sqft,yearbuilt,numberoffloors,airTemperature,humidity,power_consumption
50,Other,4698.0,1981.0,2.0,22.80509092982156,70.95144172927405,14.10296485340869
51,Parking Garage,387638.0,2014.0,9.0,22.80509092982156,70.95144172927405,26.908497718281996
52,Classroom,106523.0,1970.0,12.0,22.80509092982156,70.95144172927405,129.13521419509445
53,Office,87742.0,1971.0,19.0,22.80509092982156,70.95144172927405,218.31012804836703
54,Research,7867.0,2011.0,6.0,22.80509092982156,70.95144172927405,149.49552185792348
55,Office,16726.0,2011.0,3.0,22.80509092982156,70.95144172927405,34.61981270312279
56,Residence Hall	,60088.0,2013.0,5.0,22.80509092982156,70.95144172927405,72.52395979090137
57,Residence Hall,65359.0,2013.0,7.0,22.80509092982156,70.95144172927405,103.78502686493358
58,Residence Hall,83379.0,2013.0,5.0,22.80509092982156,70.95144172927405,113.3721966796185
59,Stadium,81337.0,2005.0,13.0,22.80509092982156,70.95144172927405,83.18984760390161
60,Classroom,81576.0,1997.0,11.0,22.80509092982156,70.95144172927405,238.6687741046832
61,Residence Hall,38686.0,2001.0,8.0,22.80509092982156,70.95144172927405,75.64040757329565
62,Residence Hall,42731.0,2001.0,8.0,22.80509092982156,70.95144172927405,157.7092895591975
63,Residence Hall,41617.0,2001.0,3.0,22.80509092982156,70.95144172927405,66.81712670526763
64,Residence Hall,53130.0,2001.0,3.0,22.80509092982156,70.95144172927405,43.731216304040686
65,Residence Hall,53130.0,2001.0,7.0,22.80509092982156,70.95144172927405,48.832297739474434
66,Residence Hall,37241.0,1981.0,6.0,22.80509092982156,70.95144172927405,50.14147763650491
67,Residence Hall,24456.0,1968.0,9.0,22.80509092982156,70.95144172927405,55.25159860826563
68,Parking Garage,487433.0,2007.0,11.0,22.80509092982156,70.95144172927405,42.50045275540482
69,Parking Garage,387638.0,2000.0,10.0,22.80509092982156,70.95144172927405,31.354450563486097
70,Parking Garage,387638.0,2007.0,12.0,22.80509092982156,70.95144172927405,15.047913548341667
71,Parking Garage,387638.0,1998.0,11.0,22.80509092982156,70.95144172927405,43.22851672912395
72,Parking Garage,387638.0,2002.0,8.0,22.80509092982156,70.95144172927405,45.926507410285396
73,Parking Garage,387638.0,2008.0,6.0,22.80509092982156,70.95144172927405,10.722723400649627
74,Parking Garage,387638.0,1997.0,8.0,22.80509092982156,70.95144172927405,37.277863996895064
75,Classroom,80942.0,2010.0,8.0,22.80509092982156,70.95144172927405,82.65825967217748
76,Research,128887.0,2009.0,8.0,22.80509092982156,70.95144172927405,485.6293628407967
77,Residence Hall,24456.0,1968.0,12.0,22.80509092982156,70.95144172927405,51.59244214467364
78,Classroom,76257.0,2007.0,9.0,22.80509092982156,70.95144172927405,96.77347452903408
79,Office,36240.0,2010.0,10.0,22.80509092982156,70.95144172927405,172.9263952949488
80,Office,156111.0,2001.0,10.0,22.80509092982156,70.95144172927405,473.4753411586012
81,Other,3025.0,1979.0,1.0,22.80509092982156,70.95144172927405,4.159487107029318
82,Office,10743.0,1974.0,4.0,22.80509092982156,70.95144172927405,13.856209997805895
83,Other,2070.0,1996.0,2.0,22.80509092982156,70.95144172927405,1.2965521791339973
84,Office,4038.0,1986.0,3.0,22.80509092982156,70.95144172927405,6.683937664264518
85,Residence Hall,37241.0,1981.0,11.0,22.80509092982156,70.95144172927405,44.13156618633891
86,Research,10932.0,1986.0,4.0,22.80509092982156,70.95144172927405,26.61371217581796
87,Stadium,6412.0,2006.0,7.0,22.80509092982156,70.95144172927405,27.220135716304036
88,Stadium,76527.0,2007.0,9.0,22.80509092982156,70.95144172927405,242.16866973935154
89,Retail,161755.0,1996.0,8.0,22.80509092982156,70.95144172927405,433.5915467862692
90,Residence Hall,59200.0,1999.0,7.0,22.80509092982156,70.95144172927405,104.03520659131048
91,Classroom,68094.0,2003.0,10.0,22.80509092982156,70.95144172927405,130.7833750123144
92,Office,10779.0,1970.0,6.0,22.80509092982156,70.95144172927405,22.964660052274652
93,Office,33370.0,1982.0,7.0,22.80509092982156,70.95144172927405,47.316079398454356
94,Classroom,29469.0,1968.0,9.0,22.80509092982156,70.95144172927405,22.122700709170054
95,Residence Hall,200933.0,2006.0,20.0,22.80509092982156,70.95144172927405,175.8044723581248
96,Residence Hall,200933.0,2006.0,17.0,22.80509092982156,70.95144172927405,150.66913113279358
97,Residence Hall,187647.0,2007.0,11.0,22.80509092982156,70.95144172927405,135.05456529979568
98,Residence Hall,200933.0,2007.0,7.0,22.80509092982156,70.95144172927405,163.70365215794308
99,Office,2260.0,2016.0,7.0,22.80509092982156,70.95144172927405,5.098396319581804
100,Residence Hall,24456.0,1968.0,7.0,22.80509092982156,70.95144172927405,51.79061760508654
101,Office,18860.0,1986.0,8.0,22.80509092982156,70.95144172927405,31.468504210823795
102,Office,15876.0,1983.0,1.0,22.80509092982156,70.95144172927405,18.206162282768776
103,Classroom,21657.0,2016.0,6.0,22.80509092982156,70.95144172927405,26.520055397448484
104,Office,45330.0,2003.0,11.0,22.80509092982156,70.95144172927405,117.10840304443033
105,College Classroom,50623.0,1967.0,5.0,11.842306594347702,75.5741629191981,77.96341674076608
106,College Classroom,5374.0,1968.0,4.0,11.842306594347702,75.5741629191981,3.2064572255660653
107,College Classroom,97532.0,2005.0,10.0,11.842306594347702,75.5741629191981,167.11157385430917
108,College Laboratory,81580.0,1913.0,5.0,11.842306594347702,75.5741629191981,250.5851694653443
109,College Laboratory,56995.0,1953.0,6.0,11.842306594347702,75.5741629191981,255.1101210100319
110,College Laboratory,27814.0,2006.0,8.0,11.842306594347702,75.5741629191981,286.84388012425904
111,College Laboratory,118338.0,1909.0,7.0,11.842306594347702,75.5741629191981,403.1217998518012
112,College Laboratory,32206.0,1965.0,6.0,11.842306594347702,75.5741629191981,62.12904809621522
113,College Laboratory,100481.0,1958.0,9.0,11.842306594347702,75.5741629191981,361.61170426926583
114,College Laboratory,139683.0,1958.0,13.0,11.842306594347702,75.5741629191981,886.1533666666668
115,College Laboratory,129716.0,1968.0,6.0,11.842306594347702,75.5741629191981,491.2702740538075
116,College Laboratory,37265.0,1980.0,5.0,11.842306594347702,75.5741629191981,165.25237681828546
117,College Laboratory,15489.0,2004.0,4.0,11.842306594347702,75.5741629191981,52.30192554149566
118,College Laboratory,138316.0,1960.0,8.0,11.842306594347702,75.5741629191981,345.7457023540812
119,College Laboratory,91149.0,2007.0,7.0,11.842306594347702,75.5741629191981,528.5337779411765
120,College Laboratory,68211.0,1976.0,7.0,11.842306594347702,75.5741629191981,200.9685995155039
121,College Laboratory,150318.0,1906.0,9.0,11.842306594347702,75.5741629191981,528.6653270747834
122,College Laboratory,83043.0,1991.0,6.0,11.842306594347702,75.5741629191981,263.88506616507067
123,College Laboratory,61204.0,1989.0,6.0,11.842306594347702,75.5741629191981,124.47468666780664
124,College Laboratory,38319.0,1900.0,6.0,11.842306594347702,75.5741629191981,37.919750307797536
125,College Laboratory,16802.0,1995.0,6.0,11.842306594347702,75.5741629191981,159.66869597013226
126,College Laboratory,21539.0,2004.0,5.0,11.842306594347702,75.5741629191981,121.591894750342
127,Dormitory,27071.0,1962.0,6.0,11.842306594347702,75.5741629191981,21.252041717966257
128,Dormitory,102774.0,1956.0,7.0,11.842306594347702,75.5741629191981,89.8754104138167
129,Dormitory,102957.0,1968.0,7.0,11.842306594347702,75.5741629191981,93.68329908230734
130,Dormitory,62893.0,1960.0,16.0,11.842306594347702,75.5741629191981,31.057227496580026
131,Dormitory,66661.0,1930.0,7.0,11.842306594347702,75.5741629191981,118.7833542122663
132,Dormitory,83108.0,1995.0,8.0,11.842306594347702,75.5741629191981,51.24684803351573
133,Dormitory,64723.0,1960.0,8.0,11.842306594347702,75.5741629191981,54.80995225148199
134,Dormitory,49589.0,1998.0,8.0,11.842306594347702,75.5741629191981,62.70998735035914
135,Dormitory,66532.0,1967.0,10.0,11.842306594347702,75.5741629191981,38.75510156196361
136,Dormitory,56467.0,1960.0,9.0,11.842306594347702,75.5741629191981,38.257601225490184
137,Gymnasium,64024.0,1967.0,6.0,11.842306594347702,75.5741629191981,47.350963953488375
138,Library,118231.0,1935.0,6.0,11.842306594347702,75.5741629191981,140.3392472241222
139,Library,56629.0,1900.0,6.0,11.842306594347702,75.5741629191981,70.43631644436844
140,Office,50020.0,1972.0,11.0,11.842306594347702,75.5741629191981,31.439921865025077
141,Office,44789.0,1919.0,5.0,11.842306594347702,75.5741629191981,59.11175215458276
142,Office,45348.0,1961.0,4.0,11.842306594347702,75.5741629191981,35.62368822389421
143,Office,40085.0,1950.0,4.0,11.842306594347702,75.5741629191981,53.402150256497954
144,Office,57673.0,1970.0,5.0,11.842306594347702,75.5741629191981,45.64076044231646
145,Office,14219.0,1926.0,4.0,11.842306594347702,75.5741629191981,27.080959182626543
146,Office,31614.0,1956.0,8.0,11.842306594347702,75.5741629191981,17.586049446978336
147,Office,82548.0,1977.0,7.0,11.842306594347702,75.5741629191981,151.44167067643357
148,Office,174601.0,1960.0,12.0,11.842306594347702,75.5741629191981,166.69310816
149,Office,81881.0,1960.0,8.0,11.842306594347702,75.5741629191981,109.95793881098952
150,Office,65657.0,1955.0,8.0,11.842306594347702,75.5741629191981,416.1789558424532
151,Office,30495.0,1997.0,8.0,11.842306594347702,75.5741629191981,51.62377484040128
152,Office,10301.0,1970.0,2.0,11.842306594347702,75.5741629191981,13.234563709447517
153,Office,47727.0,1928.0,6.0,11.842306594347702,75.5741629191981,16.054635691318328
154,Office,16092.0,1965.0,3.0,11.842306594347702,75.5741629191981,20.53844623233014
155,Office,34455.0,1907.0,8.0,11.842306594347702,75.5741629191981,231.20985531235752
156,Office,51688.0,1930.0,8.0,11.842306594347702,75.5741629191981,82.35071574327405
157,Police Station,43681.0,2007.0,12.0,25.075584311937067,25.508387495956196,142.67484689513597
158,Office,5258.0,1944.0,5.0,25.075584311937067,25.508387495956196,87.69848249914492
159,Office,10135.0,1907.0,6.0,25.075584311937067,25.508387495956196,17.67147768086198
160,College Classroom,41179.0,1937.0,8.0,25.075584311937067,25.508387495956196,59.404671679871086
161,College Laboratory,9788.0,1914.0,8.0,25.075584311937067,25.508387495956196,15.817539234149404
162,Museum,15786.0,1937.0,9.0,25.075584311937067,25.508387495956196,12.07714476278854
163,Auditorium,11329.0,1908.0,13.0,25.075584311937067,25.508387495956196,12.45165108323831
164,College Classroom,98829.0,1968.0,7.0,25.075584311937067,25.508387495956196,92.43503655054256
165,College Classroom,72102.0,1970.0,12.0,25.075584311937067,25.508387495956196,107.93274883137612
166,Warehouse,12908.0,1979.0,9.0,25.075584311937067,25.508387495956196,32.91734452914542
167,Warehouse,3877.0,1975.0,11.0,25.075584311937067,25.508387495956196,17.876947587849912
168,Dormitory,553210.0,2009.0,26.0,25.075584311937067,25.508387495956196,354.0070529555949
169,Dormitory,86323.0,1956.0,19.0,25.075584311937067,25.508387495956196,82.21464625733995
170,College Laboratory,183460.0,2005.0,22.0,25.075584311937067,25.508387495956196,454.58285926010376
171,College Laboratory,179559.0,2006.0,18.0,25.075584311937067,25.508387495956196,522.5005392771633
172,Retail,45224.0,1982.0,10.0,25.075584311937067,25.508387495956196,64.65268313555454
173,Office,131797.0,1968.0,30.0,25.075584311937067,25.508387495956196,34.66553837375178
174,Office,121440.0,1983.0,14.0,25.075584311937067,25.508387495956196,121.31287970353479
175,College Classroom,90903.0,1915.0,11.0,25.075584311937067,25.508387495956196,128.93653343976283
176,College Classroom,90900.0,1900.0,10.0,25.075584311937067,25.508387495956196,169.9377373011801
177,College Classroom,111635.0,1989.0,24.0,25.075584311937067,25.508387495956196,135.8962026110256
178,College Classroom,62238.0,1970.0,9.0,25.075584311937067,25.508387495956196,57.51303341316
179,Fitness Center,167066.0,1989.0,9.0,25.075584311937067,25.508387495956196,347.1924451889731
180,Office,23392.0,1913.0,10.0,25.075584311937067,25.508387495956196,27.880494179411095
181,Restaurant,24867.0,2012.0,14.0,25.075584311937067,25.508387495956196,60.72024117680598
182,College Classroom,24586.0,1905.0,9.0,25.075584311937067,25.508387495956196,22.245292078572348
183,Student Union,148829.0,2014.0,31.0,25.075584311937067,25.508387495956196,189.05839344823653
184,Athletic Field,1022.0,1901.0,8.0,25.075584311937067,25.508387495956196,1.845634762680176
185,College Laboratory,132518.0,1992.0,28.0,25.075584311937067,25.508387495956196,216.12684534671533
186,College Classroom,34171.0,1947.0,24.0,25.075584311937067,25.508387495956196,37.11700057012543
187,College Classroom,84300.0,1950.0,14.0,25.075584311937067,25.508387495956196,94.16356837241143
188,College Classroom,244964.0,2008.0,17.0,25.075584311937067,25.508387495956196,292.23987211692173
189,Chapel,1629.0,1948.0,4.0,25.075584311937067,25.508387495956196,1.8359765435099658
190,College Classroom,44203.0,1950.0,14.0,25.075584311937067,25.508387495956196,22.35462538487855
191,Office,23549.0,1941.0,6.0,25.075584311937067,25.508387495956196,19.150467445742905
192,College Classroom,7481.0,1969.0,10.0,25.075584311937067,25.508387495956196,11.22022810218978
193,College Laboratory,137040.0,1957.0,23.0,25.075584311937067,25.508387495956196,120.09778468381137
194,College Classroom,78268.0,1964.0,22.0,25.075584311937067,25.508387495956196,61.83848039215687
195,College Laboratory,151637.0,1983.0,10.0,25.075584311937067,25.508387495956196,660.4872011179558
196,Office,6203.0,1999.0,6.0,25.075584311937067,25.508387495956196,7.207689849945798
197,Office,155682.0,1914.0,11.0,25.075584311937067,25.508387495956196,122.72094431130891
198,Office,9703.0,1940.0,5.0,25.075584311937067,25.508387495956196,9.318882996920973
199,Sports Stadium,40531.0,1903.0,9.0,25.075584311937067,25.508387495956196,49.52961273028004
200,Library,102856.0,1969.0,11.0,25.075584311937067,25.508387495956196,107.83711809317444
201,Office,163959.0,2004.0,12.0,25.075584311937067,25.508387495956196,135.2295414623018
202,Parking Garage,405083.0,2004.0,17.0,25.075584311937067,25.508387495956196,87.36138766896708
203,Museum,143093.0,1964.0,33.0,25.075584311937067,25.508387495956196,170.83958074268438
204,College Laboratory,219608.0,1992.0,16.0,25.075584311937067,25.508387495956196,531.9753156184067
205,Dormitory,74682.0,2006.0,10.0,25.075584311937067,25.508387495956196,201.78459350057014
206,Dormitory,63348.0,2007.0,16.0,25.075584311937067,25.508387495956196,350.69315450399085
207,Dormitory,30949.0,1951.0,6.0,25.075584311937067,25.508387495956196,27.695187001140248
208,Dormitory,60086.0,2001.0,15.0,25.075584311937067,25.508387495956196,84.07878050171038
209,Library,345837.0,1966.0,25.0,25.075584311937067,25.508387495956196,183.83454913591515
210,Library,99700.0,1905.0,25.0,25.075584311937067,25.508387495956196,122.07822231093874
211,Health Services,36904.0,1934.0,9.0,25.075584311937067,25.508387495956196,41.97347749085923
212,College Laboratory,193294.0,2006.0,31.0,25.075584311937067,25.508387495956196,971.1235633955587
213,College Laboratory,71248.0,2004.0,17.0,25.075584311937067,25.508387495956196,192.83681195801006
214,College Laboratory,48411.0,1963.0,11.0,25.075584311937067,25.508387495956196,198.6800696188085
215,College Laboratory,327256.0,2012.0,17.0,25.075584311937067,25.508387495956196,931.3824152687437
216,College Laboratory,49662.0,1964.0,23.0,25.075584311937067,25.508387495956196,195.19033639318093
217,College Laboratory,91273.0,1951.0,19.0,25.075584311937067,25.508387495956196,126.87541309564621
218,Dormitory,36406.0,1940.0,20.0,25.075584311937067,25.508387495956196,30.460063341702803
219,College Classroom,137065.0,1964.0,16.0,25.075584311937067,25.508387495956196,147.09477366020525
220,College Classroom,282946.0,2003.0,26.0,25.075584311937067,25.508387495956196,271.1793289623717
221,Library,16411.0,1901.0,10.0,25.075584311937067,25.508387495956196,120.59662767475038
222,College Laboratory,96124.0,1959.0,9.0,25.075584311937067,25.508387495956196,184.29497176430323
223,College Laboratory,122592.0,1971.0,32.0,25.075584311937067,25.508387495956196,270.32488710229217
224,College Laboratory,204349.0,1993.0,17.0,25.075584311937067,25.508387495956196,407.60472120866586
225,Theater,11935.0,1939.0,7.0,25.075584311937067,25.508387495956196,13.059622028390628
226,College Laboratory,261188.0,1906.0,23.0,25.075584311937067,25.508387495956196,2433.4787412348214
227,Student Union,272278.0,1955.0,31.0,25.075584311937067,25.508387495956196,476.5396834104428
228,Dormitory,216526.0,1967.0,15.0,25.075584311937067,25.508387495956196,117.93965820256774
229,Office,74180.0,1930.0,14.0,25.075584311937067,25.508387495956196,51.70108608893957
230,Museum,17132.0,1918.0,10.0,25.075584311937067,25.508387495956196,16.736885404789057
231,Dormitory,49108.0,1951.0,17.0,25.075584311937067,25.508387495956196,36.242410744838594
232,College Classroom,140092.0,1911.0,7.0,25.075584311937067,25.508387495956196,296.78728464739754
233,Primary/Secondary Classroom,10334.0,1965.0,9.0,25.075584311937067,25.508387495956196,11.438414960944181
234,College Laboratory,33739.0,1939.0,6.0,25.075584311937067,25.508387495956196,76.93156902318071
235,Swimming Pool,24345.0,1981.0,8.0,25.075584311937067,25.508387495956196,91.64637363890314
236,College Classroom,25139.0,1970.0,10.0,25.075584311937067,25.508387495956196,23.591174172794116
237,College Classroom,179167.0,1971.0,17.0,25.075584311937067,25.508387495956196,77.63158038768529
238,College Classroom,9309.0,1970.0,6.0,25.075584311937067,25.508387495956196,28.945501140250858
239,Museum,144086.0,1989.0,11.0,25.075584311937067,25.508387495956196,57.62609848484848
240,Library,101262.0,1982.0,22.0,25.075584311937067,25.508387495956196,132.06106670467503
241,Office,45017.0,1902.0,13.0,25.075584311937067,25.508387495956196,132.54492588369442
242,Dormitory,106440.0,1963.0,23.0,25.075584311937067,25.508387495956196,141.91429206819868
243,Dormitory,111304.0,1964.0,8.0,25.075584311937067,25.508387495956196,99.107022648183
244,Sports Stadium,51999.0,1974.0,13.0,25.075584311937067,25.508387495956196,49.381801894918176
245,Parking Garage,157113.0,1987.0,14.0,25.075584311937067,25.508387495956196,13.041327746422667
246,Parking Garage,557217.0,2004.0,30.0,25.075584311937067,25.508387495956196,61.71628837687955
247,College Classroom,95717.0,1927.0,10.0,25.075584311937067,25.508387495956196,77.52954301688727
248,College Classroom,88486.0,1902.0,22.0,25.075584311937067,25.508387495956196,99.35495262853841
249,Office,202435.0,1967.0,27.0,25.075584311937067,25.508387495956196,360.738779931585
250,College Laboratory,64560.0,1965.0,14.0,25.075584311937067,25.508387495956196,177.9954153528636
251,College Laboratory,24643.0,1982.0,8.0,25.075584311937067,25.508387495956196,60.93497219833764
252,Planetarium,179449.0,1976.0,24.0,25.075584311937067,25.508387495956196,375.97311213727835
253,College Laboratory,131710.0,1991.0,27.0,25.075584311937067,25.508387495956196,186.9226924620235
254,College Classroom,12773.0,1918.0,5.0,25.075584311937067,25.508387495956196,10.141871605785171
255,College Classroom,4314.0,1907.0,6.0,25.075584311937067,25.508387495956196,4.125577077363897
256,College Laboratory,65907.0,1964.0,14.0,25.075584311937067,25.508387495956196,89.59529220594105
257,Fitness Center,254766.0,1989.0,21.0,25.075584311937067,25.508387495956196,336.37113869030594
258,College Classroom,49078.0,1914.0,24.0,25.075584311937067,25.508387495956196,40.838203568764705
259,Primary/Secondary Classroom,16744.0,1910.0,12.0,25.075584311937067,25.508387495956196,13.322786885245902
260,College Classroom,75650.0,1900.0,18.0,25.075584311937067,25.508387495956196,47.77301305810572
261,College Classroom,71224.0,1900.0,11.0,25.075584311937067,25.508387495956196,85.63214384055594
262,College Laboratory,77469.0,1905.0,11.0,25.075584311937067,25.508387495956196,209.0420060965089
263,College Classroom,126985.0,1979.0,21.0,25.075584311937067,25.508387495956196,92.12040744021257
264,College Laboratory,89770.0,1906.0,8.0,25.075584311937067,25.508387495956196,150.7904065921533
265,Sports Stadium,20804.0,1999.0,9.0,25.075584311937067,25.508387495956196,18.236949925858333
266,College Classroom,87673.0,1960.0,21.0,25.075584311937067,25.508387495956196,60.93583912894767
267,Office,83660.0,1973.0,6.0,25.075584311937067,25.508387495956196,113.33007011743246
268,Office,118966.0,1988.0,12.0,25.075584311937067,25.508387495956196,124.38720955421273
269,Student Union,30543.0,1966.0,12.0,25.075584311937067,25.508387495956196,106.82972513686131
270,Fitness Center,72193.0,2013.0,8.0,25.075584311937067,25.508387495956196,112.0681533539024
271,Fitness Center,77844.0,1902.0,10.0,25.075584311937067,25.508387495956196,81.93042184471553
272,Sports Stadium,809530.0,1958.0,31.0,25.075584311937067,25.508387495956196,156.24771453744495
273,Office,29778.0,1926.0,12.0,25.075584311937067,25.508387495956196,22.80462173788357
274,College Laboratory,71421.0,1921.0,15.0,25.075584311937067,25.508387495956196,105.67714163481833
275,College Laboratory,4583.0,1916.0,10.0,25.075584311937067,25.508387495956196,29.51011821816105
276,Office,140345.0,1913.0,14.0,25.075584311937067,25.508387495956196,168.11033261068008
277,Office,42214.0,1985.0,25.0,25.075584311937067,25.508387495956196,32.174773012432986
278,Office,70832.0,2014.0,15.0,25.075584311937067,25.508387495956196,146.81316260765414
279,Office,70837.0,2014.0,22.0,25.075584311937067,25.508387495956196,182.00484231536927
280,Student Union,12761.0,1909.0,11.0,25.075584311937067,25.508387495956196,47.5975498802873
281,Office,148101.0,1907.0,13.0,25.075584311937067,25.508387495956196,162.81264399722417
282,College Laboratory,49384.0,1967.0,17.0,25.075584311937067,25.508387495956196,56.9802246995297
283,Sports Stadium,105505.0,2008.0,8.0,25.075584311937067,25.508387495956196,73.03409254293378
284,Restaurant,28862.0,1904.0,12.0,25.075584311937067,25.508387495956196,73.8154775216796
285,Office,28750.0,1900.0,12.0,25.075584311937067,25.508387495956196,18.94558398156151
286,Fitness Center,51920.0,2003.0,13.0,25.075584311937067,25.508387495956196,99.40545806966536
287,Sports Stadium,230259.0,1975.0,23.0,25.075584311937067,25.508387495956196,233.1324145213768
288,Central Plant,21958.0,1900.0,15.0,25.075584311937067,25.508387495956196,467.78783592725614
289,Dormitory,32841.0,1935.0,11.0,25.075584311937067,25.508387495956196,23.45325116969074
290,Office,33713.0,1956.0,10.0,25.075584311937067,25.508387495956196,36.893463843387934
291,Fitness Center,10733.0,2005.0,7.0,25.075584311937067,25.508387495956196,20.900493749643246
292,Fitness Center,9666.0,2005.0,8.0,25.075584311937067,25.508387495956196,17.662475473420034
293,Office,51732.0,1966.0,10.0,25.075584311937067,25.508387495956196,70.93463459126669
294,Police Station,90635.0,2011.0,20.0,15.661432726857926,61.7877420754413,186.1690613366932
295,Social/Meeting Hall,33743.0,1920.0,12.0,15.661432726857926,61.7877420754413,83.20306822746313
296,Office,408000.0,2010.0,11.0,15.661432726857926,61.7877420754413,599.7146263202969
297,K-12 School,56000.0,1964.0,11.0,15.661432726857926,61.7877420754413,57.15700940860216
298,K-12 School,83900.0,1950.0,8.0,15.661432726857926,61.7877420754413,160.217698143342
299,Other - Recreation,14913.0,1907.0,6.0,15.661432726857926,61.7877420754413,40.80271367399372
300,K-12 School,83400.0,1942.0,8.0,15.661432726857926,61.7877420754413,54.6362811999084
301,Office,23540.0,1941.0,7.0,15.661432726857926,61.7877420754413,45.94368276367635
302,Library,22000.0,1981.0,6.0,15.661432726857926,61.7877420754413,55.78037039197386
303,K-12 School,65500.0,1971.0,12.0,15.661432726857926,61.7877420754413,84.06219048786468
304,K-12 School,66200.0,1950.0,13.0,15.661432726857926,61.7877420754413,102.3285215546893
305,Other - Recreation,39541.0,1908.0,10.0,15.661432726857926,61.7877420754413,23.597830419580422
